Brand,ProductName,FlavorProfile,Type,Ingredients,Caffeine_mg,Sugar_g,Calories,HealthTags,MarketRegion,UseCase,ReviewSummary,MedicalTags
Fresca,Fresca Berry Blast,Berry,Sparkling Water,"Caffeine, Caffeine, Sodium Benzoate, Fruit Juice Concentrate, Artificial Flavor, Sugar",0,0,0,"Sugar-free, Zero calorie, Caffeine-free",India,Post-workout,Risk five natural window beautiful building discussion.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Thums Up,Thums Up Lime Blast,Lime,Sparkling Water,"Artificial Flavor, Artificial Flavor, Herbal Extract, Fruit Juice Concentrate, Herbal Extract, Sweetener",40,5,20,Sugar-free,Australia,Party,Author sense magazine rich different while him often.,"Low-sugar, Low-calorie"
Fanta,Fanta Coconut Blast,Coconut,Diet Soda,"Fruit Juice Concentrate, Caffeine, Citric Acid, Citric Acid, Natural Flavors, Citric Acid",40,5,20,"Low sugar, Low calorie",India,Kids-friendly,Energy style win order memory final total.,"Low-sugar, Low-calorie"
Fanta,Fanta Coconut Blast,Coconut,Tonic,"Herbal Extract, Herbal Extract, Sweetener, Sweetener, Citric Acid, Sodium Benzoate",10,20,80,Regular,Australia,Kids-friendly,Mission too write study far in simply feel recognize medical.,Low-caffeine
Fresca,Fresca Mint Blast,Mint,Soda,"Fruit Juice Concentrate, Fruit Juice Concentrate, Sugar, Sodium Benzoate, Sugar, Herbal Extract",30,5,20,Sugar-free,UK,Everyday,At figure focus other water stay we rich brother.,"Low-sugar, Low-calorie"
Thums Up,Thums Up Herbal Blast,Herbal,Sparkling Water,"Natural Flavors, Natural Flavors, Herbal Extract, Natural Flavors, Caffeine, Sugar",0,20,80,Caffeine-free,Mexico,Post-workout,Likely both mother eat beat general recently.,Caffeine-free
Bovonto,Bovonto Herbal Blast,Herbal,Energy Drink,"Fruit Juice Concentrate, Herbal Extract, Sweetener, Sugar, Fruit Juice Concentrate, Sweetener",10,0,0,"Sugar-free, Zero calorie",UK,Party,Wrong report keep worry institution.,"Diabetic-safe, Low-caffeine, Low-calorie"
Irn-Bru,Irn-Bru Herbal Blast,Herbal,Sparkling Juice,"Natural Flavors, Natural Flavors, Sweetener, Natural Flavors, Citric Acid, Sweetener",10,20,80,Regular,Canada,Kids-friendly,Seat mother win short church church condition sport piece.,Low-caffeine
Pepsi,Pepsi Herbal Blast,Herbal,Sparkling Water,"Natural Flavors, Carbonated Water, Fruit Juice Concentrate, Citric Acid, Sodium Benzoate, Natural Flavors",120,5,20,"Low sugar, Low calorie, High caffeine",Brazil,Weight Management,Any probably far argue up strong safe art doctor produce.,"Low-sugar, Low-calorie, High-caffeine"
Sprite,Sprite Mint Blast,Mint,Tonic,"Herbal Extract, Sodium Benzoate, Sodium Benzoate, Herbal Extract, Natural Flavors, Carbonated Water",120,10,40,Low calorie,USA,Kids-friendly,Risk society phone before same.,"Low-calorie, High-caffeine"
Fresca,Fresca Grape Blast,Grape,Diet Soda,"Sugar, Sugar, Artificial Flavor, Citric Acid, Herbal Extract, Citric Acid",160,20,80,High caffeine,UK,Party,Like stage section quite find.,High-caffeine
Coca-Cola,Coca-Cola Melon Blast,Melon,Soda,"Herbal Extract, Sugar, Caffeine, Sodium Benzoate, Natural Flavors, Sugar",80,5,20,"Low sugar, Low calorie",South Africa,Everyday,With think out one arm professor but course case.,"Low-sugar, Low-calorie"
Jarritos,Jarritos Ginger Blast,Ginger,Diet Soda,"Natural Flavors, Sugar, Citric Acid, Sugar, Fruit Juice Concentrate, Sweetener",160,30,120,Sugar-free,Germany,Hydration,Position recently easy sea surface fill probably language image.,High-caffeine
Thums Up,Thums Up Strawberry Blast,Strawberry,Soda,"Sodium Benzoate, Natural Flavors, Artificial Flavor, Natural Flavors, Sodium Benzoate, Sodium Benzoate",30,10,40,Sugar-free,Germany,Kids-friendly,Well police scientist per material media recently dream attack boy.,Low-calorie
Red Bull,Red Bull Lime Blast,Lime,Sparkling Juice,"Caffeine, Artificial Flavor, Natural Flavors, Citric Acid, Natural Flavors, Herbal Extract",80,5,20,Sugar-free,Australia,Energy Boost,Dark chair these care show five apply fall case.,"Low-sugar, Low-calorie"
Fresca,Fresca Mint Blast,Mint,Tonic,"Sodium Benzoate, Carbonated Water, Fruit Juice Concentrate, Fruit Juice Concentrate, Herbal Extract, Sodium Benzoate",80,0,0,Zero calorie,South Africa,Party,Send would whole foot floor election to force increase.,"Diabetic-safe, Low-calorie"
Monster,Monster Lime Blast,Lime,Energy Drink,"Natural Flavors, Herbal Extract, Sodium Benzoate, Artificial Flavor, Caffeine, Artificial Flavor",0,30,120,Caffeine-free,USA,Kids-friendly,Service must force cut better federal teach kitchen center send.,Caffeine-free
Big Cola,Big Cola Melon Blast,Melon,Sparkling Juice,"Artificial Flavor, Citric Acid, Sweetener, Sodium Benzoate, Sugar, Natural Flavors",80,5,20,Low calorie,India,Hydration,Dark scene manage hand best every large.,"Low-sugar, Low-calorie"
Jarritos,Jarritos Apple Blast,Apple,Energy Drink,"Herbal Extract, Artificial Flavor, Artificial Flavor, Herbal Extract, Natural Flavors, Natural Flavors",30,0,0,"Sugar-free, Zero calorie",USA,Everyday,City or front focus human.,"Diabetic-safe, Low-calorie"
Mountain Dew,Mountain Dew Lemon-Lime Blast,Lemon-Lime,Soda,"Sodium Benzoate, Sodium Benzoate, Sodium Benzoate, Citric Acid, Caffeine, Caffeine",30,10,40,Low calorie,USA,Everyday,Too table almost stuff they happen understand position certainly.,Low-calorie
Thums Up,Thums Up Apple Blast,Apple,Diet Soda,"Caffeine, Natural Flavors, Fruit Juice Concentrate, Citric Acid, Fruit Juice Concentrate, Citric Acid",0,10,40,"Low calorie, Caffeine-free",Brazil,Energy Boost,Always phone focus least way fact turn leader.,"Caffeine-free, Low-calorie, Kids-friendly"
Sprite,Sprite Cola Blast,Cola,Energy Drink,"Sodium Benzoate, Natural Flavors, Caffeine, Carbonated Water, Natural Flavors, Herbal Extract",30,10,40,Low calorie,Germany,Everyday,Game politics read when big.,Low-calorie
LaCroix,LaCroix Mixed Fruit Blast,Mixed Fruit,Tonic,"Artificial Flavor, Sodium Benzoate, Sweetener, Artificial Flavor, Caffeine, Citric Acid",0,0,0,Low calorie,Mexico,Weight Management,Represent set discussion read final imagine child star window.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Pepsi,Pepsi Lime Blast,Lime,Sparkling Water,"Sweetener, Sweetener, Citric Acid, Sodium Benzoate, Sweetener, Artificial Flavor",160,40,160,Zero calorie,Brazil,Weight Management,Among machine second cultural seven fear television.,High-caffeine
Topo Chico,Topo Chico Mixed Fruit Blast,Mixed Fruit,Sparkling Juice,"Sodium Benzoate, Artificial Flavor, Caffeine, Caffeine, Artificial Flavor, Caffeine",120,30,120,High caffeine,USA,Weight Management,Matter daughter each miss cost sell strong father drug.,High-caffeine
LaCroix,LaCroix Orange Blast,Orange,Sparkling Water,"Natural Flavors, Sweetener, Sodium Benzoate, Herbal Extract, Herbal Extract, Artificial Flavor",160,20,80,High caffeine,Mexico,Party,Mind value option event be give but feeling.,High-caffeine
Limca,Limca Lemon-Lime Blast,Lemon-Lime,Energy Drink,"Carbonated Water, Sugar, Artificial Flavor, Sugar, Sweetener, Sugar",10,30,120,Regular,India,Party,Tough little force everyone him long drive.,Low-caffeine
7UP,7UP Lychee Blast,Lychee,Sparkling Juice,"Citric Acid, Artificial Flavor, Fruit Juice Concentrate, Sodium Benzoate, Fruit Juice Concentrate, Herbal Extract",10,5,20,Low calorie,Australia,Everyday,Vote believe fish involve detail effect close.,"Low-sugar, Low-caffeine, Low-calorie"
7UP,7UP Cola Blast,Cola,Diet Soda,"Caffeine, Sugar, Citric Acid, Artificial Flavor, Natural Flavors, Caffeine",10,0,0,Low calorie,Japan,Party,More do media what lot along.,"Diabetic-safe, Low-caffeine, Low-calorie"
Irn-Bru,Irn-Bru Herbal Blast,Herbal,Soda,"Sodium Benzoate, Herbal Extract, Caffeine, Caffeine, Citric Acid, Caffeine",160,40,160,Low calorie,Brazil,Everyday,Activity maintain light receive product contain number ago once.,High-caffeine
LaCroix,LaCroix Pineapple Blast,Pineapple,Diet Soda,"Natural Flavors, Artificial Flavor, Sweetener, Artificial Flavor, Caffeine, Caffeine",120,10,40,"Low calorie, High caffeine",Mexico,Everyday,Interest control day begin night let marriage actually less.,"Low-calorie, High-caffeine"
Fanta,Fanta Strawberry Blast,Strawberry,Sparkling Juice,"Citric Acid, Caffeine, Fruit Juice Concentrate, Sodium Benzoate, Fruit Juice Concentrate, Caffeine",0,0,0,"Sugar-free, Zero calorie, Caffeine-free",Canada,Hydration,Language group he method agreement.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Coca-Cola,Coca-Cola Herbal Blast,Herbal,Energy Drink,"Citric Acid, Sodium Benzoate, Sodium Benzoate, Citric Acid, Citric Acid, Sodium Benzoate",0,10,40,Low calorie,South Africa,Everyday,Push it difficult human sound culture yes movement gas according born.,"Caffeine-free, Low-calorie, Kids-friendly"
Coca-Cola,Coca-Cola Coconut Blast,Coconut,Sparkling Juice,"Citric Acid, Sweetener, Caffeine, Natural Flavors, Sodium Benzoate, Sodium Benzoate",0,10,40,Low calorie,USA,Kids-friendly,Term those open certain second.,"Caffeine-free, Low-calorie, Kids-friendly"
Irn-Bru,Irn-Bru Herbal Blast,Herbal,Soda,"Carbonated Water, Sodium Benzoate, Natural Flavors, Artificial Flavor, Caffeine, Herbal Extract",0,30,120,Caffeine-free,Australia,Party,Former represent behind treat general.,Caffeine-free
Irn-Bru,Irn-Bru Grape Blast,Grape,Sparkling Water,"Citric Acid, Sodium Benzoate, Carbonated Water, Carbonated Water, Natural Flavors, Herbal Extract",120,0,0,Zero calorie,Germany,Party,Size race loss bed two task happen more seek.,"Diabetic-safe, Low-calorie, High-caffeine"
Pepsi,Pepsi Citrus Blast,Citrus,Sparkling Juice,"Fruit Juice Concentrate, Carbonated Water, Carbonated Water, Citric Acid, Herbal Extract, Natural Flavors",0,0,0,Sugar-free,India,Weight Management,Security he second I number business.,"Diabetic-safe, Caffeine-free, Low-calorie, Kids-friendly"
Monster,Monster Lychee Blast,Lychee,Tonic,"Caffeine, Caffeine, Sodium Benzoate, Sodium Benzoate, Citric Acid, Citric Acid",10,5,20,Low calorie,India,Kids-friendly,Method success force bed on a citizen.,"Low-sugar, Low-caffeine, Low-calorie"
LaCroix,LaCroix Cola Blast,Cola,Energy Drink,"Sodium Benzoate, Artificial Flavor, Fruit Juice Concentrate, Sodium Benzoate, Herbal Extract, Fruit Juice Concentrate",120,5,20,"Low sugar, Low calorie, High caffeine",Japan,Party,Audience house she season already study we major.,"Low-sugar, Low-calorie, High-caffeine"
Jarritos,Jarritos Ginger Blast,Ginger,Energy Drink,"Herbal Extract, Caffeine, Herbal Extract, Natural Flavors, Sugar, Caffeine",160,5,20,"Low sugar, Low calorie, High caffeine",Mexico,Post-workout,Early shoulder gas cultural off institution in no alone opportunity.,"Low-sugar, Low-calorie, High-caffeine"
Big Cola,Big Cola Lime Blast,Lime,Diet Soda,"Citric Acid, Artificial Flavor, Carbonated Water, Citric Acid, Sugar, Fruit Juice Concentrate",0,30,120,Zero calorie,UK,Hydration,City carry natural worry detail official short.,Caffeine-free
Appy Fizz,Appy Fizz Tamarind Blast,Tamarind,Diet Soda,"Herbal Extract, Sodium Benzoate, Carbonated Water, Sugar, Fruit Juice Concentrate, Caffeine",0,30,120,Caffeine-free,South Africa,Energy Boost,Well movie him increase also happen control.,Caffeine-free
Topo Chico,Topo Chico Lychee Blast,Lychee,Sparkling Water,"Citric Acid, Sweetener, Sodium Benzoate, Sodium Benzoate, Sweetener, Fruit Juice Concentrate",160,30,120,Low calorie,UK,Kids-friendly,Understand hand for hour entire thus.,High-caffeine
Pepsi,Pepsi Cola Blast,Cola,Tonic,"Sodium Benzoate, Sodium Benzoate, Citric Acid, Carbonated Water, Artificial Flavor, Natural Flavors",10,5,20,Low calorie,Brazil,Post-workout,Financial ask audience page trade actually toward.,"Low-sugar, Low-caffeine, Low-calorie"
Fresca,Fresca Grape Blast,Grape,Soda,"Sodium Benzoate, Herbal Extract, Sodium Benzoate, Herbal Extract, Natural Flavors, Herbal Extract",160,40,160,Zero calorie,Mexico,Weight Management,Require more politics office whose local evening trial owner wide.,High-caffeine
LaCroix,LaCroix Pineapple Blast,Pineapple,Sparkling Water,"Caffeine, Caffeine, Carbonated Water, Sweetener, Caffeine, Natural Flavors",120,10,40,Zero calorie,UK,Party,Cup others east huge book series back.,"Low-calorie, High-caffeine"
Fanta,Fanta Mint Blast,Mint,Tonic,"Artificial Flavor, Sodium Benzoate, Natural Flavors, Carbonated Water, Sweetener, Fruit Juice Concentrate",40,10,40,Low calorie,UK,Everyday,Government audience let network economy most over record.,Low-calorie
Fresca,Fresca Melon Blast,Melon,Tonic,"Sugar, Sweetener, Artificial Flavor, Fruit Juice Concentrate, Sodium Benzoate, Caffeine",160,10,40,Low calorie,Brazil,Weight Management,Concern loss service time action air finally Democrat wait record.,"Low-calorie, High-caffeine"
Sprite,Sprite Strawberry Blast,Strawberry,Sparkling Water,"Sugar, Sodium Benzoate, Carbonated Water, Caffeine, Herbal Extract, Artificial Flavor",80,10,40,Low calorie,Mexico,Energy Boost,Character among night it person keep.,Low-calorie
Fanta,Fanta Strawberry Blast,Strawberry,Soda,"Herbal Extract, Artificial Flavor, Sugar, Herbal Extract, Fruit Juice Concentrate, Natural Flavors",160,20,80,High caffeine,Japan,Hydration,Effect investment will whole grow success.,High-caffeine
Fanta,Fanta Vanilla Blast,Vanilla,Sparkling Water,"Herbal Extract, Carbonated Water, Natural Flavors, Sweetener, Fruit Juice Concentrate, Natural Flavors",160,10,40,"Low calorie, High caffeine",Germany,Hydration,Among good same after send outside form ready light.,"Low-calorie, High-caffeine"
Limca,Limca Pineapple Blast,Pineapple,Sparkling Juice,"Sweetener, Artificial Flavor, Sodium Benzoate, Sugar, Herbal Extract, Artificial Flavor",160,30,120,High caffeine,Germany,Energy Boost,Likely before police just son off read black about.,High-caffeine
Jarritos,Jarritos Citrus Blast,Citrus,Sparkling Water,"Citric Acid, Fruit Juice Concentrate, Citric Acid, Natural Flavors, Sweetener, Natural Flavors",10,20,80,Zero calorie,South Africa,Party,By worry for until financial shake answer.,Low-caffeine
Topo Chico,Topo Chico Vanilla Blast,Vanilla,Diet Soda,"Sugar, Sweetener, Sugar, Sweetener, Natural Flavors, Natural Flavors",10,5,20,"Low sugar, Low calorie",USA,Hydration,Morning figure they beat common.,"Low-sugar, Low-caffeine, Low-calorie"
LaCroix,LaCroix Grape Blast,Grape,Energy Drink,"Artificial Flavor, Carbonated Water, Carbonated Water, Herbal Extract, Sweetener, Citric Acid",160,20,80,Low calorie,Canada,Post-workout,Hit draw film very any position fall.,High-caffeine
Coca-Cola,Coca-Cola Lemon-Lime Blast,Lemon-Lime,Sparkling Juice,"Herbal Extract, Caffeine, Sodium Benzoate, Natural Flavors, Sweetener, Fruit Juice Concentrate",80,0,0,"Sugar-free, Zero calorie",South Africa,Weight Management,Usually involve nearly information present thousand character bank plant.,"Diabetic-safe, Low-calorie"
Red Bull,Red Bull Tamarind Blast,Tamarind,Sparkling Water,"Citric Acid, Natural Flavors, Sodium Benzoate, Herbal Extract, Artificial Flavor, Sugar",0,40,160,Caffeine-free,UK,Energy Boost,Full speak network face main.,Caffeine-free
Canada Dry,Canada Dry Citrus Blast,Citrus,Sparkling Juice,"Fruit Juice Concentrate, Sodium Benzoate, Natural Flavors, Carbonated Water, Sugar, Sugar",120,40,160,Low calorie,UK,Post-workout,Every heart after of dream nice meet like away.,High-caffeine
Fresca,Fresca Mango Blast,Mango,Tonic,"Herbal Extract, Artificial Flavor, Sweetener, Natural Flavors, Carbonated Water, Sweetener",120,5,20,"Low sugar, Low calorie, High caffeine",Canada,Energy Boost,Huge push east like part seem provide foot voice.,"Low-sugar, Low-calorie, High-caffeine"
Red Bull,Red Bull Mango Blast,Mango,Tonic,"Fruit Juice Concentrate, Artificial Flavor, Fruit Juice Concentrate, Natural Flavors, Sodium Benzoate, Carbonated Water",0,5,20,Sugar-free,India,Energy Boost,Want become reason four decide product tree most gun great.,"Low-sugar, Caffeine-free, Low-calorie, Kids-friendly"
Red Bull,Red Bull Lychee Blast,Lychee,Sparkling Water,"Sugar, Artificial Flavor, Fruit Juice Concentrate, Fruit Juice Concentrate, Artificial Flavor, Citric Acid",10,5,20,Sugar-free,South Africa,Hydration,Meet society save use edge listen baby.,"Low-sugar, Low-caffeine, Low-calorie"
Mountain Dew,Mountain Dew Apple Blast,Apple,Sparkling Juice,"Fruit Juice Concentrate, Citric Acid, Sodium Benzoate, Herbal Extract, Herbal Extract, Artificial Flavor",160,5,20,"Low sugar, Low calorie, High caffeine",Japan,Everyday,While impact few write include again.,"Low-sugar, Low-calorie, High-caffeine"
Thums Up,Thums Up Lemon-Lime Blast,Lemon-Lime,Sparkling Juice,"Caffeine, Caffeine, Fruit Juice Concentrate, Artificial Flavor, Sodium Benzoate, Fruit Juice Concentrate",80,10,40,Low calorie,India,Post-workout,Doctor step prepare international name chair good research.,Low-calorie
Topo Chico,Topo Chico Coconut Blast,Coconut,Sparkling Juice,"Sodium Benzoate, Sodium Benzoate, Citric Acid, Artificial Flavor, Natural Flavors, Natural Flavors",80,0,0,Zero calorie,Brazil,Weight Management,Worker remain whose kitchen he resource clearly imagine pass.,"Diabetic-safe, Low-calorie"
Irn-Bru,Irn-Bru Coconut Blast,Coconut,Sparkling Juice,"Carbonated Water, Sodium Benzoate, Carbonated Water, Artificial Flavor, Caffeine, Herbal Extract",120,10,40,"Low calorie, High caffeine",Brazil,Party,Evening center leader dinner house soldier training kitchen.,"Low-calorie, High-caffeine"
Appy Fizz,Appy Fizz Apple Blast,Apple,Sparkling Water,"Herbal Extract, Natural Flavors, Sodium Benzoate, Herbal Extract, Herbal Extract, Fruit Juice Concentrate",40,5,20,"Low sugar, Low calorie",India,Kids-friendly,Full hair although face.,"Low-sugar, Low-calorie"
Mirinda,Mirinda Apple Blast,Apple,Tonic,"Caffeine, Carbonated Water, Herbal Extract, Herbal Extract, Caffeine, Herbal Extract",160,40,160,High caffeine,Australia,Party,Nice human on theory trip although set continue.,High-caffeine
Big Cola,Big Cola Tamarind Blast,Tamarind,Energy Drink,"Carbonated Water, Sugar, Sweetener, Caffeine, Herbal Extract, Fruit Juice Concentrate",160,0,0,"Sugar-free, Zero calorie, High caffeine",USA,Party,Other personal world him let Mrs past.,"Diabetic-safe, Low-calorie, High-caffeine"
Fanta,Fanta Berry Blast,Berry,Soda,"Caffeine, Caffeine, Sodium Benzoate, Sodium Benzoate, Sodium Benzoate, Herbal Extract",30,0,0,Zero calorie,Brazil,Party,Box poor near hard step.,"Diabetic-safe, Low-calorie"
Monster,Monster Lemon-Lime Blast,Lemon-Lime,Sparkling Water,"Caffeine, Artificial Flavor, Sodium Benzoate, Carbonated Water, Herbal Extract, Fruit Juice Concentrate",120,10,40,"Low calorie, High caffeine",UK,Hydration,Pass science TV yourself ok.,"Low-calorie, High-caffeine"
